Id,Name,Value,Date
229,Name229,281,67,2026-04-24
230,Name230,282,9,2026-04-24
231,Name231,284,13,2026-04-24
232,Name232,285,36,2026-04-24
233,Name233,286,59,2026-04-24
234,Name234,287,82,2026-04-24
235,Name235,289,05,2026-04-24
236,Name236,290,28,2026-04-24
237,Name237,291,51,2026-04-24
238,Name238,292,74,2026-04-24
239,Name239,293,97,2026-04-24
240,Name240,295,2,2026-04-24
241,Name241,296,43,2026-04-24
242,Name242,297,66,2026-04-24
243,Name243,298,89,2026-04-24
244,Name244,300,12,2026-04-24
245,Name245,301,35,2026-04-24
246,Name246,302,58,2026-04-24
247,Name247,303,81,2026-04-24
248,Name248,305,04,2026-04-24
249,Name249,306,27,2026-04-24
250,Name250,307,5,2026-04-24
251,Name251,308,73,2026-04-24
252,Name252,309,96,2026-04-24
253,Name253,311,19,2026-04-24
254,Name254,312,42,2026-04-24
255,Name255,313,65,2026-04-24
256,Name256,314,88,2026-04-24
257,Name257,316,11,2026-04-24
258,Name258,317,34,2026-04-24
259,Name259,318,57,2026-04-24
260,Name260,319,8,2026-04-24
261,Name261,321,03,2026-04-24
262,Name262,322,26,2026-04-24
263,Name263,323,49,2026-04-24
264,Name264,324,72,2026-04-24
265,Name265,325,95,2026-04-24
266,Name266,327,18,2026-04-24
267,Name267,328,41,2026-04-24
268,Name268,329,64,2026-04-24
269,Name269,330,87,2026-04-24
270,Name270,332,1,2026-04-24
271,Name271,333,33,2026-04-24
272,Name272,334,56,2026-04-24
273,Name273,335,79,2026-04-24
274,Name274,337,02,2026-04-24
275,Name275,338,25,2026-04-24
276,Name276,339,48,2026-04-24
277,Name277,340,71,2026-04-24
278,Name278,341,94,2026-04-24
279,Name279,343,17,2026-04-24
280,Name280,344,4,2026-04-24
281,Name281,345,63,2026-04-24
282,Name282,346,86,2026-04-24
283,Name283,348,09,2026-04-24
284,Name284,349,32,2026-04-24
285,Name285,350,55,2026-04-24
286,Name286,351,78,2026-04-24
287,Name287,353,01,2026-04-24
288,Name288,354,24,2026-04-24
289,Name289,355,47,2026-04-24
290,Name290,356,7,2026-04-24
291,Name291,357,93,2026-04-24
292,Name292,359,16,2026-04-24
293,Name293,360,39,2026-04-24
294,Name294,361,62,2026-04-24
295,Name295,362,85,2026-04-24
296,Name296,364,08,2026-04-24
297,Name297,365,31,2026-04-24
298,Name298,366,54,2026-04-24
299,Name299,367,77,2026-04-24
300,Name300,369,2026-04-24
301,Name301,370,23,2026-04-24
302,Name302,371,46,2026-04-24
303,Name303,372,69,2026-04-24
304,Name304,373,92,2026-04-24
305,Name305,375,15,2026-04-24
306,Name306,376,38,2026-04-24
307,Name307,377,61,2026-04-24
308,Name308,378,84,2026-04-24
309,Name309,380,07,2026-04-24
310,Name310,381,3,2026-04-24
311,Name311,382,53,2026-04-24
312,Name312,383,76,2026-04-24
313,Name313,384,99,2026-04-24
314,Name314,386,22,2026-04-24
315,Name315,387,45,2026-04-24
316,Name316,388,68,2026-04-24
317,Name317,389,91,2026-04-24
318,Name318,391,14,2026-04-24
319,Name319,392,37,2026-04-24
320,Name320,393,6,2026-04-24
321,Name321,394,83,2026-04-24
322,Name322,396,06,2026-04-24
323,Name323,397,29,2026-04-24
324,Name324,398,52,2026-04-24
325,Name325,399,75,2026-04-24
326,Name326,400,98,2026-04-24
327,Name327,402,21,2026-04-24
328,Name328,403,44,2026-04-24
329,Name329,404,67,2026-04-24
330,Name330,405,9,2026-04-24
331,Name331,407,13,2026-04-24
332,Name332,408,36,2026-04-24
333,Name333,409,59,2026-04-24
334,Name334,410,82,2026-04-24
335,Name335,412,05,2026-04-24
336,Name336,413,28,2026-04-24
337,Name337,414,51,2026-04-24
338,Name338,415,74,2026-04-24
339,Name339,416,97,2026-04-24
340,Name340,418,2,2026-04-24
341,Name341,419,43,2026-04-24
342,Name342,420,66,2026-04-24
343,Name343,421,89,2026-04-24
344,Name344,423,12,2026-04-24
345,Name345,424,35,2026-04-24
346,Name346,425,58,2026-04-24
347,Name347,426,81,2026-04-24
348,Name348,428,04,2026-04-24
349,Name349,429,27,2026-04-24
350,Name350,430,5,2026-04-24
351,Name351,431,73,2026-04-24
352,Name352,432,96,2026-04-24
353,Name353,434,19,2026-04-24
354,Name354,435,42,2026-04-24
355,Name355,436,65,2026-04-24
356,Name356,437,88,2026-04-24
357,Name357,439,11,2026-04-24
358,Name358,440,34,2026-04-24
359,Name359,441,57,2026-04-24
360,Name360,442,8,2026-04-24
361,Name361,444,03,2026-04-24
362,Name362,445,26,2026-04-24
363,Name363,446,49,2026-04-24
364,Name364,447,72,2026-04-24
365,Name365,448,95,2026-04-24
366,Name366,450,18,2026-04-24
367,Name367,451,41,2026-04-24
368,Name368,452,64,2026-04-24
369,Name369,453,87,2026-04-24
370,Name370,455,1,2026-04-24
371,Name371,456,33,2026-04-24
372,Name372,457,56,2026-04-24
373,Name373,458,79,2026-04-24
374,Name374,460,02,2026-04-24
375,Name375,461,25,2026-04-24
376,Name376,462,48,2026-04-24
377,Name377,463,71,2026-04-24
378,Name378,464,94,2026-04-24
379,Name379,466,17,2026-04-24
380,Name380,467,4,2026-04-24
381,Name381,468,63,2026-04-24
382,Name382,469,86,2026-04-24
383,Name383,471,09,2026-04-24
384,Name384,472,32,2026-04-24
385,Name385,473,55,2026-04-24
386,Name386,474,78,2026-04-24
387,Name387,476,01,2026-04-24
388,Name388,477,24,2026-04-24
389,Name389,478,47,2026-04-24
390,Name390,479,7,2026-04-24
391,Name391,480,93,2026-04-24
392,Name392,482,16,2026-04-24
393,Name393,483,39,2026-04-24
394,Name394,484,62,2026-04-24
395,Name395,485,85,2026-04-24
396,Name396,487,08,2026-04-24
397,Name397,488,31,2026-04-24
398,Name398,489,54,2026-04-24
399,Name399,490,77,2026-04-24
400,Name400,492,2026-04-24
401,Name401,493,23,2026-04-24
402,Name402,494,46,2026-04-24
403,Name403,495,69,2026-04-24
404,Name404,496,92,2026-04-24
405,Name405,498,15,2026-04-24
406,Name406,499,38,2026-04-24
407,Name407,500,61,2026-04-24
408,Name408,501,84,2026-04-24
409,Name409,503,07,2026-04-24
410,Name410,504,3,2026-04-24
411,Name411,505,53,2026-04-24
412,Name412,506,76,2026-04-24
413,Name413,507,99,2026-04-24
414,Name414,509,22,2026-04-24
415,Name415,510,45,2026-04-24
416,Name416,511,68,2026-04-24
417,Name417,512,91,2026-04-24
418,Name418,514,14,2026-04-24
419,Name419,515,37,2026-04-24
420,Name420,516,6,2026-04-24
421,Name421,517,83,2026-04-24
422,Name422,519,06,2026-04-24
423,Name423,520,29,2026-04-24
424,Name424,521,52,2026-04-24
425,Name425,522,75,2026-04-24
426,Name426,523,98,2026-04-24
427,Name427,525,21,2026-04-24
428,Name428,526,44,2026-04-24
429,Name429,527,67,2026-04-24
430,Name430,528,9,2026-04-24
431,Name431,530,13,2026-04-24
432,Name432,531,36,2026-04-24
433,Name433,532,59,2026-04-24
434,Name434,533,82,2026-04-24
435,Name435,535,05,2026-04-24
436,Name436,536,28,2026-04-24
437,Name437,537,51,2026-04-24
438,Name438,538,74,2026-04-24
439,Name439,539,97,2026-04-24
440,Name440,541,2,2026-04-24
441,Name441,542,43,2026-04-24
442,Name442,543,66,2026-04-24
443,Name443,544,89,2026-04-24
444,Name444,546,12,2026-04-24
445,Name445,547,35,2026-04-24
446,Name446,548,58,2026-04-24
447,Name447,549,81,2026-04-24
448,Name448,551,04,2026-04-24
449,Name449,552,27,2026-04-24
450,Name450,553,5,2026-04-24
451,Name451,554,73,2026-04-24
452,Name452,555,96,2026-04-24
453,Name453,557,19,2026-04-24
454,Name454,558,42,2026-04-24
455,Name455,559,65,2026-04-24
456,Name456,560,88,2026-04-24
457,Name457,562,11,2026-04-24
458,Name458,563,34,2026-04-24
459,Name459,564,57,2026-04-24
460,Name460,565,8,2026-04-24
461,Name461,567,03,2026-04-24
462,Name462,568,26,2026-04-24
463,Name463,569,49,2026-04-24
464,Name464,570,72,2026-04-24
465,Name465,571,95,2026-04-24
466,Name466,573,18,2026-04-24
467,Name467,574,41,2026-04-24
468,Name468,575,64,2026-04-24
469,Name469,576,87,2026-04-24
470,Name470,578,1,2026-04-24
471,Name471,579,33,2026-04-24
472,Name472,580,56,2026-04-24
473,Name473,581,79,2026-04-24
474,Name474,583,02,2026-04-24
475,Name475,584,25,2026-04-24
476,Name476,585,48,2026-04-24
477,Name477,586,71,2026-04-24
478,Name478,587,94,2026-04-24
479,Name479,589,17,2026-04-24
480,Name480,590,4,2026-04-24
481,Name481,591,63,2026-04-24
482,Name482,592,86,2026-04-24
483,Name483,594,09,2026-04-24
484,Name484,595,32,2026-04-24
485,Name485,596,55,2026-04-24
486,Name486,597,78,2026-04-24
487,Name487,599,01,2026-04-24
488,Name488,600,24,2026-04-24
489,Name489,601,47,2026-04-24
490,Name490,602,7,2026-04-24
491,Name491,603,93,2026-04-24
492,Name492,605,16,2026-04-24
493,Name493,606,39,2026-04-24
494,Name494,607,62,2026-04-24
495,Name495,608,85,2026-04-24
496,Name496,610,08,2026-04-24
497,Name497,611,31,2026-04-24
498,Name498,612,54,2026-04-24
499,Name499,613,77,2026-04-24
500,Name500,615,2026-04-24
501,Name501,616,23,2026-04-24
502,Name502,617,46,2026-04-24
503,Name503,618,69,2026-04-24
504,Name504,619,92,2026-04-24
505,Name505,621,15,2026-04-24
506,Name506,622,38,2026-04-24
507,Name507,623,61,2026-04-24
508,Name508,624,84,2026-04-24
509,Name509,626,07,2026-04-24
510,Name510,627,3,2026-04-24
511,Name511,628,53,2026-04-24
512,Name512,629,76,2026-04-24
513,Name513,630,99,2026-04-24
514,Name514,632,22,2026-04-24
515,Name515,633,45,2026-04-24
516,Name516,634,68,2026-04-24
517,Name517,635,91,2026-04-24
518,Name518,637,14,2026-04-24
519,Name519,638,37,2026-04-24
520,Name520,639,6,2026-04-24
521,Name521,640,83,2026-04-24
522,Name522,642,06,2026-04-24
523,Name523,643,29,2026-04-24
524,Name524,644,52,2026-04-24
525,Name525,645,75,2026-04-24
526,Name526,646,98,2026-04-24
527,Name527,648,21,2026-04-24
528,Name528,649,44,2026-04-24
529,Name529,650,67,2026-04-24
530,Name530,651,9,2026-04-24
531,Name531,653,13,2026-04-24
532,Name532,654,36,2026-04-24
533,Name533,655,59,2026-04-24
534,Name534,656,82,2026-04-24
535,Name535,658,05,2026-04-24
536,Name536,659,28,2026-04-24
537,Name537,660,51,2026-04-24
538,Name538,661,74,2026-04-24
539,Name539,662,97,2026-04-24
540,Name540,664,2,2026-04-24
541,Name541,665,43,2026-04-24
542,Name542,666,66,2026-04-24
543,Name543,667,89,2026-04-24
544,Name544,669,12,2026-04-24
545,Name545,670,35,2026-04-24
546,Name546,671,58,2026-04-24
547,Name547,672,81,2026-04-24
548,Name548,674,04,2026-04-24
549,Name549,675,27,2026-04-24
550,Name550,676,5,2026-04-24
551,Name551,677,73,2026-04-24
552,Name552,678,96,2026-04-24
553,Name553,680,19,2026-04-24
554,Name554,681,42,2026-04-24
555,Name555,682,65,2026-04-24
556,Name556,683,88,2026-04-24
557,Name557,685,11,2026-04-24
558,Name558,686,34,2026-04-24
559,Name559,687,57,2026-04-24
560,Name560,688,8,2026-04-24
561,Name561,690,03,2026-04-24
562,Name562,691,26,2026-04-24
563,Name563,692,49,2026-04-24
564,Name564,693,72,2026-04-24
565,Name565,694,95,2026-04-24
566,Name566,696,18,2026-04-24
567,Name567,697,41,2026-04-24
568,Name568,698,64,2026-04-24
569,Name569,699,87,2026-04-24
570,Name570,701,1,2026-04-24
571,Name571,702,33,2026-04-24
572,Name572,703,56,2026-04-24
573,Name573,704,79,2026-04-24
574,Name574,706,02,2026-04-24
575,Name575,707,25,2026-04-24
576,Name576,708,48,2026-04-24
577,Name577,709,71,2026-04-24
578,Name578,710,94,2026-04-24
579,Name579,712,17,2026-04-24
580,Name580,713,4,2026-04-24
581,Name581,714,63,2026-04-24
582,Name582,715,86,2026-04-24
583,Name583,717,09,2026-04-24
584,Name584,718,32,2026-04-24
585,Name585,719,55,2026-04-24
586,Name586,720,78,2026-04-24
587,Name587,722,01,2026-04-24
588,Name588,723,24,2026-04-24
589,Name589,724,47,2026-04-24
590,Name590,725,7,2026-04-24
591,Name591,726,93,2026-04-24
592,Name592,728,16,2026-04-24
593,Name593,729,39,2026-04-24
594,Name594,730,62,2026-04-24
595,Name595,731,85,2026-04-24
596,Name596,733,08,2026-04-24
597,Name597,734,31,2026-04-24
598,Name598,735,54,2026-04-24
599,Name599,736,77,2026-04-24
600,Name600,738,2026-04-24
601,Name601,739,23,2026-04-24
602,Name602,740,46,2026-04-24
603,Name603,741,69,2026-04-24
604,Name604,742,92,2026-04-24
605,Name605,744,15,2026-04-24
606,Name606,745,38,2026-04-24
607,Name607,746,61,2026-04-24
608,Name608,747,84,2026-04-24
609,Name609,749,07,2026-04-24
610,Name610,750,3,2026-04-24
611,Name611,751,53,2026-04-24
612,Name612,752,76,2026-04-24
613,Name613,753,99,2026-04-24
614,Name614,755,22,2026-04-24
615,Name615,756,45,2026-04-24
616,Name616,757,68,2026-04-24
617,Name617,758,91,2026-04-24
618,Name618,760,14,2026-04-24
619,Name619,761,37,2026-04-24
620,Name620,762,6,2026-04-24
621,Name621,763,83,2026-04-24
622,Name622,765,06,2026-04-24
623,Name623,766,29,2026-04-24
624,Name624,767,52,2026-04-24
625,Name625,768,75,2026-04-24
626,Name626,769,98,2026-04-24
627,Name627,771,21,2026-04-24
628,Name628,772,44,2026-04-24
629,Name629,773,67,2026-04-24
630,Name630,774,9,2026-04-24
631,Name631,776,13,2026-04-24
632,Name632,777,36,2026-04-24
633,Name633,778,59,2026-04-24
634,Name634,779,82,2026-04-24
635,Name635,781,05,2026-04-24
636,Name636,782,28,2026-04-24
637,Name637,783,51,2026-04-24
638,Name638,784,74,2026-04-24
639,Name639,785,97,2026-04-24
640,Name640,787,2,2026-04-24
641,Name641,788,43,2026-04-24
642,Name642,789,66,2026-04-24
643,Name643,790,89,2026-04-24
644,Name644,792,12,2026-04-24
645,Name645,793,35,2026-04-24
646,Name646,794,58,2026-04-24
647,Name647,795,81,2026-04-24
648,Name648,797,04,2026-04-24
649,Name649,798,27,2026-04-24
650,Name650,799,5,2026-04-24
651,Name651,800,73,2026-04-24
652,Name652,801,96,2026-04-24
653,Name653,803,19,2026-04-24
654,Name654,804,42,2026-04-24
655,Name655,805,65,2026-04-24
656,Name656,806,88,2026-04-24
657,Name657,808,11,2026-04-24
658,Name658,809,34,2026-04-24
659,Name659,810,57,2026-04-24
660,Name660,811,8,2026-04-24
661,Name661,813,03,2026-04-24
662,Name662,814,26,2026-04-24
663,Name663,815,49,2026-04-24
664,Name664,816,72,2026-04-24
665,Name665,817,95,2026-04-24
666,Name666,819,18,2026-04-24
667,Name667,820,41,2026-04-24
668,Name668,821,64,2026-04-24
669,Name669,822,87,2026-04-24
670,Name670,824,1,2026-04-24
671,Name671,825,33,2026-04-24
672,Name672,826,56,2026-04-24
673,Name673,827,79,2026-04-24
674,Name674,829,02,2026-04-24
675,Name675,830,25,2026-04-24
676,Name676,831,48,2026-04-24
677,Name677,832,71,2026-04-24
678,Name678,833,94,2026-04-24
679,Name679,835,17,2026-04-24
680,Name680,836,4,2026-04-24
681,Name681,837,63,2026-04-24
682,Name682,838,86,2026-04-24
683,Name683,840,09,2026-04-24
684,Name684,841,32,2026-04-24
685,Name685,842,55,2026-04-24
686,Name686,843,78,2026-04-24
687,Name687,845,01,2026-04-24
688,Name688,846,24,2026-04-24
689,Name689,847,47,2026-04-24
690,Name690,848,7,2026-04-24
691,Name691,849,93,2026-04-24
692,Name692,851,16,2026-04-24
693,Name693,852,39,2026-04-24
694,Name694,853,62,2026-04-24
695,Name695,854,85,2026-04-24
696,Name696,856,08,2026-04-24
697,Name697,857,31,2026-04-24
698,Name698,858,54,2026-04-24
699,Name699,859,77,2026-04-24
700,Name700,861,2026-04-24
701,Name701,862,23,2026-04-24
702,Name702,863,46,2026-04-24
703,Name703,864,69,2026-04-24
704,Name704,865,92,2026-04-24
705,Name705,867,15,2026-04-24
706,Name706,868,38,2026-04-24
707,Name707,869,61,2026-04-24
708,Name708,870,84,2026-04-24
709,Name709,872,07,2026-04-24
710,Name710,873,3,2026-04-24
711,Name711,874,53,2026-04-24
712,Name712,875,76,2026-04-24
713,Name713,876,99,2026-04-24
714,Name714,878,22,2026-04-24
715,Name715,879,45,2026-04-24
716,Name716,880,68,2026-04-24
717,Name717,881,91,2026-04-24
718,Name718,883,14,2026-04-24
719,Name719,884,37,2026-04-24
720,Name720,885,6,2026-04-24
721,Name721,886,83,2026-04-24
722,Name722,888,06,2026-04-24
723,Name723,889,29,2026-04-24
724,Name724,890,52,2026-04-24
725,Name725,891,75,2026-04-24
726,Name726,892,98,2026-04-24
727,Name727,894,21,2026-04-24
728,Name728,895,44,2026-04-24
729,Name729,896,67,2026-04-24
730,Name730,897,9,2026-04-24
731,Name731,899,13,2026-04-24
732,Name732,900,36,2026-04-24
733,Name733,901,59,2026-04-24
734,Name734,902,82,2026-04-24
735,Name735,904,05,2026-04-24
736,Name736,905,28,2026-04-24
737,Name737,906,51,2026-04-24
738,Name738,907,74,2026-04-24
739,Name739,908,97,2026-04-24
740,Name740,910,2,2026-04-24
741,Name741,911,43,2026-04-24
742,Name742,912,66,2026-04-24
743,Name743,913,89,2026-04-24
744,Name744,915,12,2026-04-24
745,Name745,916,35,2026-04-24
746,Name746,917,58,2026-04-24
747,Name747,918,81,2026-04-24
748,Name748,920,04,2026-04-24
749,Name749,921,27,2026-04-24
750,Name750,922,5,2026-04-24
751,Name751,923,73,2026-04-24
752,Name752,924,96,2026-04-24
753,Name753,926,19,2026-04-24
754,Name754,927,42,2026-04-24
755,Name755,928,65,2026-04-24
756,Name756,929,88,2026-04-24
757,Name757,931,11,2026-04-24
758,Name758,932,34,2026-04-24
759,Name759,933,57,2026-04-24
760,Name760,934,8,2026-04-24
761,Name761,936,03,2026-04-24
762,Name762,937,26,2026-04-24
763,Name763,938,49,2026-04-24
764,Name764,939,72,2026-04-24
765,Name765,940,95,2026-04-24
766,Name766,942,18,2026-04-24
767,Name767,943,41,2026-04-24
768,Name768,944,64,2026-04-24
769,Name769,945,87,2026-04-24
770,Name770,947,1,2026-04-24
771,Name771,948,33,2026-04-24
772,Name772,949,56,2026-04-24
773,Name773,950,79,2026-04-24
774,Name774,952,02,2026-04-24
775,Name775,953,25,2026-04-24
776,Name776,954,48,2026-04-24
777,Name777,955,71,2026-04-24
778,Name778,956,94,2026-04-24
779,Name779,958,17,2026-04-24
780,Name780,959,4,2026-04-24
781,Name781,960,63,2026-04-24
782,Name782,961,86,2026-04-24
783,Name783,963,09,2026-04-24
784,Name784,964,32,2026-04-24
785,Name785,965,55,2026-04-24
786,Name786,966,78,2026-04-24
787,Name787,968,01,2026-04-24
788,Name788,969,24,2026-04-24
789,Name789,970,47,2026-04-24
790,Name790,971,7,2026-04-24
791,Name791,972,93,2026-04-24
792,Name792,974,16,2026-04-24
793,Name793,975,39,2026-04-24
794,Name794,976,62,2026-04-24
795,Name795,977,85,2026-04-24
796,Name796,979,08,2026-04-24
797,Name797,980,31,2026-04-24
798,Name798,981,54,2026-04-24
799,Name799,982,77,2026-04-24
800,Name800,984,2026-04-24
801,Name801,985,23,2026-04-24
802,Name802,986,46,2026-04-24
803,Name803,987,69,2026-04-24
804,Name804,988,92,2026-04-24
805,Name805,990,15,2026-04-24
806,Name806,991,38,2026-04-24
807,Name807,992,61,2026-04-24
808,Name808,993,84,2026-04-24
809,Name809,995,07,2026-04-24
810,Name810,996,3,2026-04-24
811,Name811,997,53,2026-04-24
812,Name812,998,76,2026-04-24
813,Name813,999,99,2026-04-24
814,Name814,1001,22,2026-04-24
815,Name815,1002,45,2026-04-24
816,Name816,1003,68,2026-04-24
817,Name817,1004,91,2026-04-24
818,Name818,1006,14,2026-04-24
819,Name819,1007,37,2026-04-24
820,Name820,1008,6,2026-04-24
821,Name821,1009,83,2026-04-24
822,Name822,1011,06,2026-04-24
